Posicao,ID_Beneficiario,Pessoas_Atendidas,Capacidade,Dias_Autonomia,Manancial_Alocado
3192,1504,85,16.0,9.41,73
3193,218,86,16.0,9.3,11
3194,1003,86,16.0,9.3,49
3195,2638,62,11.5,9.27,62
3196,93,87,16.0,9.2,15
3197,2706,88,16.0,9.09,45
3198,1406,88,16.0,9.09,38
3199,1999,88,16.0,9.09,5
3200,1180,88,16.0,9.09,72
3201,2328,88,16.0,9.09,89
3202,666,88,16.0,9.09,79
3203,541,89,16.0,8.99,58
3204,999,67,12.0,8.96,64
3205,1514,90,16.0,8.89,11
3206,1290,90,16.0,8.89,64
3207,1038,45,8.0,8.89,89
3208,995,90,16.0,8.89,72
3209,1585,90,16.0,8.89,39
3210,1343,90,16.0,8.89,65
3211,2087,91,16.0,8.79,55
3212,104,91,16.0,8.79,83
3213,1546,92,16.0,8.7,64
3214,652,92,16.0,8.7,35
3215,2230,92,16.0,8.7,31
3216,1981,92,16.0,8.7,53
3217,2427,92,16.0,8.7,79
3218,728,58,10.0,8.62,63
3219,2472,93,16.0,8.6,85
3220,659,94,16.0,8.51,8
3221,657,94,16.0,8.51,4
3222,740,59,10.0,8.47,4
3223,720,95,16.0,8.42,29
3224,1070,95,16.0,8.42,63
3225,1315,95,16.0,8.42,57
3226,1332,95,16.0,8.42,83
3227,737,91,15.3,8.41,13
3228,335,96,16.0,8.33,57
3229,1807,96,16.0,8.33,71
3230,1324,96,16.0,8.33,63
3231,1544,96,16.0,8.33,9
3232,1189,96,16.0,8.33,40
3233,994,97,16.0,8.25,13
3234,1465,97,16.0,8.25,4
3235,661,97,16.0,8.25,2
3236,1545,98,16.0,8.16,24
3237,3292,98,16.0,8.16,50
3238,1625,98,16.0,8.16,21
3239,2221,98,16.0,8.16,60
3240,3291,98,16.0,8.16,39
3241,1997,98,16.0,8.16,64
3242,2657,62,10.0,8.06,43
3243,1547,100,16.0,8.0,65
3244,1293,100,16.0,8.0,73
3245,2922,100,16.0,8.0,40
3246,3185,50,8.0,8.0,89
3247,2801,63,10.0,7.94,1
3248,1740,102,16.0,7.84,6
3249,2640,102,16.0,7.84,74
3250,1587,103,16.0,7.77,76
3251,696,335,52.0,7.76,53
3252,3258,78,12.0,7.69,89
3253,1186,104,16.0,7.69,2
3254,143,105,16.0,7.62,76
3255,2790,107,16.0,7.48,75
3256,3107,110,16.0,7.27,2
3257,2579,110,16.0,7.27,81
3258,1191,110,16.0,7.27,43
3259,1662,110,16.0,7.27,65
3260,1188,111,16.0,7.21,22
3261,2741,112,16.0,7.14,54
3262,1323,112,16.0,7.14,91
3263,674,112,16.0,7.14,19
3264,1582,212,30.0,7.08,36
3265,540,114,16.0,7.02,78
3266,2006,116,16.0,6.9,56
3267,89,116,16.0,6.9,12
3268,2644,116,16.0,6.9,8
3269,105,117,16.0,6.84,5
3270,1565,117,16.0,6.84,79
3271,109,117,16.0,6.84,4
3272,1541,118,16.0,6.78,86
3273,775,118,16.0,6.78,75
3274,3082,120,16.0,6.67,22
3275,1435,120,16.0,6.67,84
3276,3236,120,16.0,6.67,79
3277,2201,120,16.0,6.67,8
3278,1684,120,16.0,6.67,88
3279,1011,120,16.0,6.67,86
3280,2193,92,12.0,6.52,2
3281,667,123,16.0,6.5,86
3282,2881,123,16.0,6.5,82
3283,2668,130,16.0,6.15,88
3284,548,130,16.0,6.15,78
3285,2791,137,16.0,5.84,2
3286,3165,140,16.0,5.71,52
3287,979,88,10.0,5.68,48
3288,1317,141,16.0,5.67,53
3289,996,144,16.0,5.56,76
3290,668,145,16.0,5.52,4
3291,3081,148,16.0,5.41,6
3292,1339,150,16.0,5.33,11
3293,2946,151,16.0,5.3,76
3294,185,153,16.0,5.23,76
3295,543,162,16.0,4.94,33
3296,1537,163,16.0,4.91,22
3297,2894,166,16.0,4.82,26
3298,169,175,16.0,4.57,70
3299,2545,175,16.0,4.57,25
3300,2658,110,10.0,4.55,82
3301,2716,110,10.0,4.55,2
3302,2217,111,10.0,4.5,38
3303,2256,111,10.0,4.5,84
3304,2219,111,10.0,4.5,9
3305,2804,180,16.0,4.44,86
3306,1318,180,16.0,4.44,6
3307,1439,184,16.0,4.35,43
3308,991,200,16.0,4.0,30
3309,2348,243,16.0,3.29,90
3310,413,250,16.0,3.2,37
3311,2823,257,16.0,3.11,3
3312,2428,245,15.0,3.06,10
3313,1580,165,10.0,3.03,68
3314,1595,245,10.0,2.04,1
3315,2997,250,10.0,2.0,90
